Customer Name,Ratings,Review Title,Reviews
Sandhya,5.0 out of 5 stars,Best,Education purpose
Kundalini,5.0 out of 5 stars,definitely would recommend it for the easy of use features,this is my second purchase of the product. the name says it all HP. .no issues so far. definitely would recommend it for the easy of use features.
Manohar Reddy,5.0 out of 5 stars,Nothing,Fine
PATIL L.,5.0 out of 5 stars,Good,Good painting and easy handing
Sherlock Holmes,2.0 out of 5 stars,USER UNFRIENDLY PRINTER FROM HP,"I would never buy this printer as the the LCD control/display for different functions on the printer is almost impossible to read. I would not recommend this printer to any one. Could not imagine that HP can make such user unfriendly products. The 2 CD's supplied with the printer for MAC & Windows are also rather absurd, as CD drives are a thing of the past in most laptops nowadays such as Apple Mac Air's, etc. They should have supplied the same on a USB pen drive instead. (Again another example of very poor product engineering from HP)."
Balamurugan,4.0 out of 5 stars,Good,Ok
ajinkya ingole,1.0 out of 5 stars,"Bad hp service(paper pick issue),service issue not resolved after 6 days","Paper pick issue, authorized service center guy not talking properly,bad service from hp, issue not resolved after 6days of complain on toll free number of hp"
BASAVARAJA Y,5.0 out of 5 stars,this printer was super,super product and delivery
Amazon Customer,5.0 out of 5 stars,Must buy good product.,Good product
SANTHANAKUMAR? M,5.0 out of 5 stars,hp laserjet pro superb,Superb
Morry frendis,5.0 out of 5 stars,Best in the market,Nice
RAVINDER SAXENA,5.0 out of 5 stars,Utility item,Excellent product
Ritu,5.0 out of 5 stars,Highly satisfied,Happy to buy it ... compact & user freindly ...
Patel Pradip Kumar D,5.0 out of 5 stars,Very good printer,"Printer is very good
Build quality is osm
Zerox quality is osm"
Amazon Customer,3.0 out of 5 stars,CARTRIDGE PROBLEM,printer CARTRIDGE is not good...printer problem....printer CARTRIDGE is dummy....
NITISH SINGH,5.0 out of 5 stars,Best printer,Like the model and it's very helfull in printing my billings and many more very easy to use as well
Anuradha,5.0 out of 5 stars,Printer,Good product
Chetan3510,1.0 out of 5 stars,scanner not working,scanner not working
Soni,5.0 out of 5 stars,Loved the printer so easy to install and i am ...,Loved the printer so easy to install and i am using for my office and home.... thanks HP!!!! but the only probem i faced ws even making prepayment amazon didnt delivered at my my location :(
Hd,2.0 out of 5 stars,Complain about service,"Printer light not work ., & where is invoice & warranty card ?"
Jayanth,3.0 out of 5 stars,No auto-duplex printing,Beware guys. This printer does not have auto-duplex printing. It does not print on both sides automatically. You have to manually turn the pages for printing on the back side.
Ramakanth,4.0 out of 5 stars,very Good performance.,Undoubtedly HP...very Good performance.
Dinesh Kumar,2.0 out of 5 stars,Less print in tonner. Print not of good quality . Photocopy print poor.,Print quality poor. Less photocopy from tonner. Is tonner dummy or normal tonner
Suresh Kumar,4.0 out of 5 stars,Good product,it was good
Rafique A.,5.0 out of 5 stars,Excellent????,Excellent??
shubhra rai,5.0 out of 5 stars,Average,No display light and wifi is not getting connected. Print is also light
SG.,3.0 out of 5 stars,Good,Good
Deepak sharma,3.0 out of 5 stars,Consider these two points before buy,"1) The copy quality of the printer is horrible, Scan quality is just ok and print quality acceptable.
2) It doesn't have led light in the display so its gonna be more difficult and annoying for you to operate this printer."
Husain M,5.0 out of 5 stars,Best wifi laserjet all in one printer..,The first cartridge got over really fast but overall happy with the printer..
Bhuvan Joshi,5.0 out of 5 stars,Nice Printer,"A wonderful product, easy to install and easy to operate."
Amol,5.0 out of 5 stars,Need increase wifi connectivity,Good product but wifi connectivity is little slow
"Umesh Choondassery, Amazon Customer",5.0 out of 5 stars,Good product,Good priduct
Amit Bhirud,5.0 out of 5 stars,Best printer,Best printer in series....
Janak,4.0 out of 5 stars,Good,Good
rajesh Gautam,5.0 out of 5 stars,Good,Good morning
rajavenkatesh,1.0 out of 5 stars,serial no not matching invoice,invoice serial no and printer serial no not matching. in hp site warrenty also not propper.
S V N Vinod Krishna,3.0 out of 5 stars,Ok,Ok
Milind,5.0 out of 5 stars,Awesome for black and white print.,I like it. Because my use is only of black and white.
madhab,5.0 out of 5 stars,Sry good printer,Go for it
TARUN PATEL,4.0 out of 5 stars,Good,Hi
Warrior4604,4.0 out of 5 stars,Four Stars,Wifi makes life easy
O G.,5.0 out of 5 stars,Excellent Product .,"Pros: Excellent Product .... ...great value as refilled Toner Cartridge can be purchased in amazon itself
Good Scan & Copy function too
Con : No two side printing"
anil,5.0 out of 5 stars,Very good quality,Very good quality
Prakash K,5.0 out of 5 stars,Nice product,Super we are satisfied
Dipankar C.,5.0 out of 5 stars,Fantastic,Fantastic
y v jayapal,5.0 out of 5 stars,good,easy installation and use
Tikendra Sharma,5.0 out of 5 stars,Good product by hp,Better print quality
Sandeep Rawat,5.0 out of 5 stars,HP Jindabad,Awesome print quality finally I got what I want.....
pawan kumar,5.0 out of 5 stars,Nice printer,Everything is good except the he lcd brightness and there is no option to increase the brightness.
Amazon Customer,5.0 out of 5 stars,Over all good printer,Over all good
Sunil Deshmukh,2.0 out of 5 stars,?????? ????? ???? ????,?????? ????? ???? ???? ?????? ?????? ???? ???
ashish,4.0 out of 5 stars,Four Stars,Amazing product by hp... Wireless function works perfectly
Sridhar,5.0 out of 5 stars,Best printer,Best prints
Acharya Premendrananda Avt,5.0 out of 5 stars,Good,Good
Md Imran,5.0 out of 5 stars,Best in the market,"Very smooth printing, no noise at all, premium quality at this price"
Shiva kumar,1.0 out of 5 stars,After receiving within 10 days faced lot of issues with this,"I was fedup with this product i received it just bfore 13 days after using it for 10 days there were some issues and took it to the service center and they said that to replace the drum,so the worst product i have bought"
Placeholder,1.0 out of 5 stars,"Poor quality , High price.",Scanner dosent work. Also return policy is just 7 days which is very poor for a product at this price. Totally disappointed. Even the service centre for HP is making me run like crazy absolutely like I made a sin by buying this online.
Amazon Customer,4.0 out of 5 stars,Four Stars,Nice printer in this range.
KP,5.0 out of 5 stars,Best budget printer,Value for money. Best budget printer.
ABHIK SIL,5.0 out of 5 stars,Good print quality,Happy with the performance
Akash,3.0 out of 5 stars,"If buying for wifi printing, check if your router has wps button",Requires the wifi router to have wps button for wifi setup
VIVEK,5.0 out of 5 stars,Excellent product,Best printer and seller service is very good.. too fast delivery
madhu sudshan gouid,5.0 out of 5 stars,excellent printer,its working very well. scanning and wifi features are also functioning very well thanque amazon
Om prakash singh,5.0 out of 5 stars,Good,Nice product :-)
Yogesh,5.0 out of 5 stars,Good Product,Good Product
Manas Gaur,1.0 out of 5 stars,Worst printer by HP,"After 3 months of use, printer is not printing properly (useless prints) . Contact hp customer support but they only provide steps to solve this issue but none of them worked.

Going to scrap this printer after 3 months."
devisingh,1.0 out of 5 stars,Hp ?? ??????? ?? ???? ?????? ?????? ???? ???? ??,"???????? ?????? ?????? ??? ??? ???? ???? ??? hp ?? ??? product ?? ????
I HATE HP COMPANY"
uttam,2.0 out of 5 stars,I have not received response from HP.,Good
Ekta Singh,5.0 out of 5 stars,Go for it,Awsome. Must for every home where kids live.
Subhajit Bishayee,5.0 out of 5 stars,Buy it for office work,Best in market.....no doubt of that ... brought it under 13500......
FLOSH,4.0 out of 5 stars,Four Stars,good
Kingston,3.0 out of 5 stars,Good,Nice
Biradar Suryakant mohanrao,5.0 out of 5 stars,Nice,Nice
Sanjay,5.0 out of 5 stars,Superb$$$$,Great one
Rajesh Sharma,5.0 out of 5 stars,Rocking..,Very good product. Like this. Fast print with good quality.
Abraham Mani,5.0 out of 5 stars,Worth the Price,Good smooth operation. Worth the price.
SIBU,5.0 out of 5 stars,All well,All well..Thank God
Utkarsh Pradhan,1.0 out of 5 stars,Worst printer from HP,Worst product from HP and more worst is their after sales customer service. Bought 1 years ago hardly used it continuously for even a month. One after another problems are arising again and again. They just replace every part.
RIKIN R.,5.0 out of 5 stars,Good product for the price..,Everything worked perfectly fine... But cartridge emptied very soon before its given limit.. Otherwise no issues yet..
amit lakhani,1.0 out of 5 stars,Poor service,"Easy to install , wifi hooked up easily.
After a few pages , the print has become very light.
Noway could the cartridge be over so soon.
Has been very difficult to get in touch with hp service centre.
No idea what to do. The 1800 number on Amazon is not working.. will have to go to local printer guy cause of no transparency in customer service."
Sourov Chatterjee,2.0 out of 5 stars,Wireless printing is not good,Print through email for wireless printing is very poor and delayed.
Avinash Mishra,2.0 out of 5 stars,Cortadge finish with 500 page print,Need to refill within 500 pages print. Very disappointed
NAVNEET TALWAR,4.0 out of 5 stars,Four Stars,Installing it is not so easy. Otherwise OK.
Amazon Customer,5.0 out of 5 stars,Superb Product,Superb Product
mayur patel,5.0 out of 5 stars,superb product,superb product
Amazon Customer,5.0 out of 5 stars,Good product,Best economic product
kailash sharma,5.0 out of 5 stars,Easy printer and scanner i like it,Very good product
Vishal Puri,4.0 out of 5 stars,Four Stars,No problem
chanakya,3.0 out of 5 stars,Good and Easy to use,"Good and easy to use.

Works with out installation CD for windows and MAC. I use UBUNTU so have to do a little work around installing drivers on ubuntu.

Perfect for home and small business users"
Jackson,5.0 out of 5 stars,The most useful laserjet MFP,"A very useful , handy product that's worth its weight in gold. Wish it could scan legal size documents too"
Amit Lamba,5.0 out of 5 stars,All in one,"I love the features and specifications.
Thank you"
Sarah Mohiuddin,1.0 out of 5 stars,WiFi doesn't work,WiFi never worked and had to request for a replacement 4 times and then the printer was picked up. Not a good buying experience.
World space,5.0 out of 5 stars,Good quality products,Good product
Neeraj Kumar,5.0 out of 5 stars,Very good,Good
Manish Jain,4.0 out of 5 stars,Four Stars,Fairly good so far for small uses
Amazon Customer,5.0 out of 5 stars,Excellent product,Excellent product.
Amazon Customer,5.0 out of 5 stars,Wifi signal is weak,Wifi signal weak
Sachin K.,1.0 out of 5 stars,Worst,Wastage of money
Kush,5.0 out of 5 stars,Product is very good!! Except one issue,"Product is very good!!
Except one issue. Printer's performance marginally decreases after first refill. Its tough to get it refilled. Their is no original ink is available in market."
Amazon Customer,4.0 out of 5 stars,expensive parts/refils,good but parts/refills expensive
c.s.marikani,5.0 out of 5 stars,simplly superb good printer,"superb good wifi laser printer.super fast.i bought for rs10,340.in next date the seller (book my laptop) has change the price to rs.10,185.so, i loss rs.155.so don't buy in amazon.go to buy in snapdeal."
Pooja The Genius,5.0 out of 5 stars,Very good worth for money,Awesome
Vaghela Ankit Prahladbhai,1.0 out of 5 stars,Average,"Hp printer qulity wish good,but instolation service is very bad so request you please intolation my hp printer"
Ramkrishna,5.0 out of 5 stars,Good one,Good but have some issues
rahulkumar,2.0 out of 5 stars,WiFi networks very bad,Not good
Amazon Customer,5.0 out of 5 stars,Excellent,Very good
Parth Shah,5.0 out of 5 stars,Print cartridges is low after 350 print,"Print quality is bery light, not satisfied"
Sumit Kumar,5.0 out of 5 stars,Really best printer,Very nice printer. Must buy!
Rohit Gupta,5.0 out of 5 stars,Works fine for heavy usage,"Works fine for heavy usage. Ink does not spill (as its a laser printer). It can also be used for duplex printing , though the duplex function is manual.Toner refilliing costs are low."
Krishn Kant Prajapati,5.0 out of 5 stars,Nice products,Aws ????
Lavanya lilly,4.0 out of 5 stars,Four Stars,Good printer. But heats up a lot after taking too many printouts.
Sahil kaushal,1.0 out of 5 stars,Cheap product with no wires.,There is no wires with this printer.
Romil shah,5.0 out of 5 stars,Very good,Very good and very easy to read there!
Mukesh Mahawaniya,5.0 out of 5 stars,HP 126 Tani,Good
Pavan Kotipalli,5.0 out of 5 stars,Good,Good product
Rajni Singh,5.0 out of 5 stars,Best HP printer for home and small business,Print quality and speed of printing
Harsh,5.0 out of 5 stars,Great,Great product
Poonam Swarnkar,5.0 out of 5 stars,Installation,"Hp smart app is best to connect easily...
Ip address set manually....."
Prashant Sharma,5.0 out of 5 stars,Satisfied with its performance,I am using this product since few months..Satisfied with its performance..Print quality is good..Catrige is dummy cartrige..You have to buy it saperately...
vivek rai,5.0 out of 5 stars,Toner very low please change cartridge,"Toner low
Print quality poor"
Mohit Khatri,4.0 out of 5 stars,Good article,Nice product
Harichelvan,5.0 out of 5 stars,Nice,Very nice
Siva Venkateswara Rao Bolla,1.0 out of 5 stars,Worst and costly experience with this printer.,"Worst printer, printing quality is low.
Toner come along with the printer is used one. It list only for 400 pages.
If you want to buy new toner, it cost around 5000 rs and it gives only 1500 pages.
To costly to print.
I didn't recommend this printer.
Worst customer care service.
Compared to this taking prints from out side is more economical."
DR SIMHA N RAJATHADRI,5.0 out of 5 stars,Good..,Good ..But some one has to help us to install
sidharth jain,3.0 out of 5 stars,printer is nice,Its works good bt still it takes time for initial start.Apart it is really a good printer tried wifi print tht is one of the most convinent feature. Easy to photo copy n easy to print.
Nitish raj,4.0 out of 5 stars,Nice and smooth,Till now it's been working nice and smooth...
Nitisha Bajpai,5.0 out of 5 stars,Good product,Overall good
Shruti,5.0 out of 5 stars,excellent,"Perfect all in one printer available
best feature having fax and wifi & lowest available price for the product
got the delivery in less than 24 hours of ordering the printer....."
Nisar Akhter,4.0 out of 5 stars,Four Stars,Ok
DEEPAK LALWANI,5.0 out of 5 stars,Product,Excellent
jaison,5.0 out of 5 stars,Good printer,Good printer must buy
alka,5.0 out of 5 stars,Value for money,Good product
Amazon Customer,1.0 out of 5 stars,Worst Toner along this printer,"If you want to take support from hp customer care regarding any issue related to WiFi connectivity. They are unable to resolve your issues. Customer service is to poor.
After printing 350 pages toner did empty. Worst quality of toner provided to me with this printer."
P Ravisekhar,4.0 out of 5 stars,Four Stars,good
Vipul Dugar,1.0 out of 5 stars,Damaged product,"Product came with scratches and a dent. There was no usb connecting cable or toner. Very poor experience. Lesson learnt is to only purchase printer and other hard ware offline from a store
Amazon promptly arranged to take back the product"
Vishal mishra,1.0 out of 5 stars,Not recommend,It is faulty piece sent to me..the display light is not working...want to replace it..but no help till now....second piece is also same...plz don't buy it... display light is not there ..very difficult to read the function on display...plz don't go for it...choose another one
Amazon Customer,4.0 out of 5 stars,Printer is very good Cost is high compare to Ricoh,"Printer is very good
Cost is high compare to Ricoh 210su"
Rajagopal,5.0 out of 5 stars,Cool,Good
Suresh BM,5.0 out of 5 stars,... requires some amount of circus but the product is cool and works smoothly,Setup of the printer requires some amount of circus but the product is cool and works smoothly. Only negative thing is it doesn't print on both side automatically. Worth buying
GIRISH MISHRA,5.0 out of 5 stars,very nice product,"awesome product, very good damage free delivery"
Sudipta Chatterjee,5.0 out of 5 stars,Excellent printer from HP.,Excellent product. Nice print. Worth to buy.
Dilip,5.0 out of 5 stars,Good,Nice
Amazon Customer,3.0 out of 5 stars,Two cds for mac and none for Windows,Two installation cds are provided and both are for Mac.. Pls arrange to collect one extra CD and send a CD for Windows
Unnikrishnan,1.0 out of 5 stars,Manufacturing defect,Unfortunately I don't like this one. Branded new one have manufacturing defect and the product is very low quality. I can't open or used still now so please take Back urgent..
ravinder kumar kavali,1.0 out of 5 stars,Printer paper gets stuck halfway,"My bad, paper not feeding through, getting stuck halfway, need to seek customer support ..hmmm"
pratik patel,5.0 out of 5 stars,this printer has important features like wifi connectivity,"this printer has important features like wifi connectivity, e-document etc. very useful features for person who roaming around whole day wants to print from anywhere and any time
good result"
Dinesh Bansal,2.0 out of 5 stars,Poor performance,Poor performance slow print.agar sleep mode me chala jae to uthana mushkil ho jata hai.bahot poor hai iski performance.
Prashant Nivrutti Patole,5.0 out of 5 stars,Value for money,Very easy to install. Excellent print quality. Worth buying
neeraj thakur,5.0 out of 5 stars,Very good product,"Very very good printer
I love it"
Kathiravan Loganathan,1.0 out of 5 stars,Power cord and the cord connecting the printer to a PC is missing,The sealed box was opened beforehand and re-sealed and delivered to us. We didn't find Power cord and the cord connecting the printer which proves our claim. Didn't order a renewed printer. Need an immediate resolution.
Snehal Christian,5.0 out of 5 stars,Good one,Works according to brand
Buddaram Sudhakar,5.0 out of 5 stars,Real printer,Very nice and does its job well
rahul ranjan,2.0 out of 5 stars,"Lacks some important features,","No auto both side print, no backlight in screen,"
Nishit Sharma,1.0 out of 5 stars,Cheaters.....,"They're shown in picture,
That it's includes 'duplex printing' but not mentioned it properly 'manual duplex printing'
They hide this line in the description section,
Which is not seen easily.
They're fooling people's.

So please beware from them.
Cheaters..!!!"
Girish G F,2.0 out of 5 stars,Think before you buy,Very difficult to install. Trying hard to connect to WiFi. But not detecting the WiFi
Sheela,5.0 out of 5 stars,Go for it??,Good one ??
Raj Sachdeva,5.0 out of 5 stars,Happy to use,Hp known his durability and quality finish all positive signs
Paras Designer,5.0 out of 5 stars,Regarding to Gst invoice,All good but I want Gst invoice
BISWAJIT DUTTA,1.0 out of 5 stars,Cartridge which is costly found defective,Original cartridge costing around 5000/- found defective..now have to use duplicate
nepolian,5.0 out of 5 stars,Good,It's very good
Amazon Customer,1.0 out of 5 stars,Not easy to handle it,"Handling is difficulty win scanning the multiple copies, Auto duplex is not working.
Scanning via USB is very very slow.
Not worth to buy it for this price because WIFI and Network is not comfortable and not working."
PM,3.0 out of 5 stars,Go for advance one,"Wife is not working. Others are too good. Back light is not available for display, so very difficult to see"
Irvinder Singh,5.0 out of 5 stars,Nice,Quality very good. Enjoying using it.
Santanu Maiti,5.0 out of 5 stars,Perfectly not package,Item perfectly not package open from inside.
Amazon Customer,5.0 out of 5 stars,Excellent product by up I highly recommend,Excellent product by up I highly recommend
Abhishek,2.0 out of 5 stars,Wifi problems in this printer,Wifi is not working
Amazon Customer,5.0 out of 5 stars,Good,Good
Amazon Customer,4.0 out of 5 stars,Invoice with original product Serial Number,Where is product serial number in Invoice? Plese give Invoice with original product Serial Number and part number
Kanzul arif,5.0 out of 5 stars,Must buy,??Excellent print quality very eazy to install
Rajesh K Awate,5.0 out of 5 stars,A good product,Very nice printer
HUZAIFA TOHFAFAROSH,4.0 out of 5 stars," Good, Liked","Good , Liked it"
Joydev Mandal,5.0 out of 5 stars,Awesome,Awesome
Anup,5.0 out of 5 stars,I m lovin it,Great printer easy to use multifuntions
tejas,4.0 out of 5 stars,Four Stars,Good one...... nakki kharedi (buy) kara ..... print price 1.53 paisa .....
Fashion n Life,5.0 out of 5 stars,Nice product,Value for money
Gaurav,5.0 out of 5 stars,Budget printer,All functions are good for small office work.
Bhishma,1.0 out of 5 stars,Manual Duplex Printing,"Beware , manual duplex printing means you have to physically turn the paper for back side print. Brother printers are better as same is available for much cheaper price. Don't commit the mistake what at least I did . Many Thanks . Cheers"
Prashant agrawal,5.0 out of 5 stars,Excellent product,Good to use worthy of money
Sujay,5.0 out of 5 stars,Easy to setup and the wifi printing is really good,Total worth for the price.. And very quick and prompt delivery by amazon. Easy to setup and the wifi printing is really good. Worry free transactions and setup.
HK,5.0 out of 5 stars,Good,Good printer as far the looks and ease of installation is concerned.The only problem I had was with the installation with win 7 os.It worked fine with win 10.
Vasanth.Ma,5.0 out of 5 stars,All Rounder..??,It's a very nice product...
S.N. Mohanty,5.0 out of 5 stars,Good product,Very good for the price ?
Vedant Pingale,5.0 out of 5 stars,Nice product,The product is actually good one
Dinesh,5.0 out of 5 stars,Very Good,"Just a perfect one and fits it easily with all required latest features.
easy to install and works perfectly good."
Chandru,1.0 out of 5 stars,One of the worst and waste printer,"It just prints 500 pages and shows catridge is low. DO NOT BUY..Inkjet printer is far better. If you are getting for home purpose and really need to less amount of print outs, Never buy this.

Waste of money."
Sameer,2.0 out of 5 stars,Display backlight not working,The display backlight doesn't work. Kindly confirm if it is the design default or the piece defect.
Chandu,5.0 out of 5 stars,Nice printer,Good products
krishnakumarvenkatasundaram,5.0 out of 5 stars,on time delivery by Amazon,good
vipin,5.0 out of 5 stars,very nice printer,Very nice printer easy to install...
Venkat,4.0 out of 5 stars,Would recommend it.,"Would recommend it.
Acceptable quality. Best prints. But just Monochrome :("
All is well,1.0 out of 5 stars,Very bad,"Both side printing is not possible.
Print Scan Copy is not clear. Bad customer support."
Priya,5.0 out of 5 stars,Good printer for small office,Works well for a usage of100- 200 pages per day. Replacement cartridge is easily available and the setup/installation are extremely easy.
Danish,1.0 out of 5 stars,Huge Disappointed,"Waste of such a huge amount of money as the print is not working when i fill up powder, when enquired with customer care they are just asking to buy Genuine cartridge which cost 4000/- which in no way a normal individual can afford."
Amazon Customer,5.0 out of 5 stars,Nice,"It is very nice product, work silently, print quality good"
Amazon Customer,5.0 out of 5 stars,Very Good all in one WIFI printer,This is the best Printer in this range WIFI is the USP of the Printer. Go for it.
P Rakesh,5.0 out of 5 stars,Worth buying this type of printer with wifi,Worth buying this type of printer with wifi
Sudhanshu Dixit,5.0 out of 5 stars,Excellent product,Very nice and easy to use.
KIRUBA,5.0 out of 5 stars,The best,Valuable machine.great ... printing quality is very good. Xerox copy also very clear...
Amit,3.0 out of 5 stars,The printer is good - and has multifunction features that we wanted,"The printer is good - and has multifunction features that we wanted. However, not been able to set it up on wifi - which is disappointing"
manish,1.0 out of 5 stars,Not satisfied with the quality,"Drum is damage from both the end & tonner was all spilled in the printer
It seems it was used piece what there have send"
Manjunath,4.0 out of 5 stars,Five Stars,Recived original product good
K SUDHAKAR,5.0 out of 5 stars,A Simple yet perfect printer scanner for regular office use with USB / ...,"A Simple yet perfect printer scanner for regular office use with USB / Network (RJ45) / Wifi connectivity with Direct Printing facility
at 10K price band is simply superb."
Johnson,5.0 out of 5 stars,Good,Super quality
Abhi,4.0 out of 5 stars,Four Stars,value for money!
Amazon Customer,5.0 out of 5 stars,Awsm Printer,NYC product
Shripal Sharma,3.0 out of 5 stars,Good product,Good product
SHAJAN T V,5.0 out of 5 stars,Very good,"Very good printer. As some people mentioned, LCD contrast is very poor. Very difficult to see in the normal light"
Pankaj Mishra,3.0 out of 5 stars,Product and delivery is absoultly awesome but 3 stars is for missing warrantly information,"Product and delivery is absoultly awesome but 3 stars is for missing warrantly information..
I still have no clues what is the warranty of the product :-("
Amazon Customer,1.0 out of 5 stars,Toner refill problem,Dont buy this product. There is a problem with toner.we have to refill the toner after every 500-600 print pages...
manoj kmrwt,5.0 out of 5 stars,Excellent,I like it because it's easy and good quality ...
Ganesh Dange,1.0 out of 5 stars," Cartridge quality was not good, it finish in 300 pages only, may be supplied old/used one.","Cartridge quality was not good, it finish in 300 pages only, may be supplied old/used one. Totally disappointed."
Pankaj,5.0 out of 5 stars,Best quality product,Best quality product
Vinay Kumar,5.0 out of 5 stars,Nice product,Nice product
NS,5.0 out of 5 stars,value for money,WORKS AS DESCRIBED
Gagan Gamot,5.0 out of 5 stars,Best printer under 15k.,Best printer under 15k.
S GANESAN,5.0 out of 5 stars,Amazing packing and full satisfaction of buying unopened factory sealed ...,"Amazing packing and full satisfaction of buying unopened factory sealed product. With regard to the product, it is as described."
kotteeswar,5.0 out of 5 stars,Service good,Good product
Gadani Rushi,5.0 out of 5 stars,Best product ever,"Good delivery
Excellent packing
And best product
printr excellent.No any issues after 6 months
First time all settings get more time after that it's work very smoothly & faster."
sidhesh,5.0 out of 5 stars,Overall,Good
AQUALITY Water Solutions Pvt Ltd,5.0 out of 5 stars,Quickest Delivery ever.,Delivered in 16hrs from order. Installed in 20mins. Worked like a breeze. Its our 3rd day of use.
ZUBER BHOLA,5.0 out of 5 stars,Good Proudat,Good Proudat
Kajapathy N,5.0 out of 5 stars,Good product,Super quality. Good product.easy to use.
Dubey ji,2.0 out of 5 stars,Please don't ask this item online go to direct sales person,My cortrage drum is not working... I was going to refill first time.... It's not working
Amazon Customer,1.0 out of 5 stars,worst printer ever - don't buy,"This is the worst printer I bought. missing all the required feature like wireless setup without WPA, duplex printing, speed and display. It's listed as Amazon best seller, but don't go for it. This is worst printer from HP."
ARJUN GOWDA,5.0 out of 5 stars,Best product,Good all future s available
ravi,5.0 out of 5 stars,Excellent printer,It is very good. Wireless printing from phone laptop and desktop working fine.
Pankaj Sachdeva,5.0 out of 5 stars,Complete solution for the office/ home printing and copying needs,Excellent product and on time delivery. The printer was easy to setup. It took very little effort to set-it-up with WIFI. Can print documents from your phone superb!
Niladri,5.0 out of 5 stars,Good Printer,Good
Ksranga,4.0 out of 5 stars,Fine,Expected date before delevri thanks
D. KISHORE,5.0 out of 5 stars,Good Buy,Works perfectly with AirPrint on iOS and MacOS. Does an excellent job for this budget!
Sivanandam,5.0 out of 5 stars,Good,Good
Amazon Customer,4.0 out of 5 stars,Four Stars,Printed manual should have been available with the pack.
S Senthil Kumar,5.0 out of 5 stars,Good,Good
Abhay L Wanjari,5.0 out of 5 stars,Buy it...Excellent,Great product
Raja Varatharaju,4.0 out of 5 stars,Four Stars,Its a nice network printer... particularly if you are using an imac or macbook air...
Amazon Customer,4.0 out of 5 stars,Value for the money,Value for the money
VIJAYA BABU,5.0 out of 5 stars,It's multi functional,It's worth the cost
Ritesh patel,4.0 out of 5 stars,Four Stars,"This is such a nice machine, no problem at all, working very smoothly over wifi."
yuvika,5.0 out of 5 stars,Nice,Nice
Narasimhan Rajkumar,1.0 out of 5 stars,Did not give the Power Cord....,"Though the product description says that it comes with power cord, no such item was enclosed! Unable to use it!"
brijender,1.0 out of 5 stars,??? ????? ?? ??? ???? ?? ????????? ????? ??? ????? ?? ????? ??? ??? ?????,??? ????? ?? ??? ???? ????? ??????? ?? ?? ??? ?? ??? ????????? ????? ??? ????? ?? ????? ??? ??? ??????????? ?? ?????? ? ?? ?? ??? ??? ???? ?? ??? ?? ??? ??? ???
Advait Thergaonkar,4.0 out of 5 stars,Four Stars,Good buy!! Very happy!! Although setting up the WiFi is a little confusing...
Carl,4.0 out of 5 stars,Good product,Removing jam paper is headache otherwise all good.
Vijaykumar Janjal,5.0 out of 5 stars,Good,Nice quality printer
Sri ramanjaneya Kirana General Stores,2.0 out of 5 stars,Hi,Ok
Gowtham,4.0 out of 5 stars,Good,Nice printer but for wireless printing it takes time to print (more than 20 sec).
Gaurav Korgaonkar,5.0 out of 5 stars,??,??
nitin goel,4.0 out of 5 stars,No automatic duplex.,Wish it could print automatic duplex.. only mannual duplex.
S.K.Chopra,5.0 out of 5 stars,nice printer and HP it self a ver good brand ...,nice printer and HP it self a ver good brand for durability and affordability. Value for money. I life wifi feature..
Sourav Samanta,5.0 out of 5 stars,Nice,Nice packaging...good quality
Dharam Malhotra,5.0 out of 5 stars,Good !,Overall very good !
Company,1.0 out of 5 stars,Defective product. No way found to return.,"It is a defective product. Print quality and alignment is defective. Complaint lodge with HP, their engineer declared as DOA(Dead On Arrival), but AMAZON blocked the Returned Window!!!!
Completely helpless.....No clue what to do....."
Manisha,1.0 out of 5 stars,no doble printing and no back light in display,product details information clearly mentioned double printing and there is no double printing there in the printer and no backlight in the display is very inconvenient to read the instruction. I am disappointed with the product.
dr chandrashekhar shrivastava,5.0 out of 5 stars,Good alrounder,Fully functional and a good overall performer. Wifi direct setting is easy. After pairing with your smartphone printing is a breeze. Easy lay out of menu.
vikram,5.0 out of 5 stars,Very help full printer,Print quality is very good
nidhi khanna,4.0 out of 5 stars,Four Stars,worth the money
Manish Patil,5.0 out of 5 stars,Awesome,4th Ho printer install in my office Fabouls
V SRITHARAN,4.0 out of 5 stars,Four Stars,"Very good buy, working very well, good features and easy to operate."
HSN,5.0 out of 5 stars,Good product,No installation guide.
sukesh thummanapalli,5.0 out of 5 stars,Display should be enhanced,Good
Vishal Vallakati,1.0 out of 5 stars,HP Pro M126nw priter we are facing number of difficulty in this,"We are purchasing new HP Pro M126nw printer on this sept.month now we are facing number of difficulty in this printer..so.
I want replace with good quality another one printer of hp.."
vishal sharma,4.0 out of 5 stars,Four Stars,Very Good
SUMATHI R.,5.0 out of 5 stars,good working,good working
Sunil Agarwal,5.0 out of 5 stars,Good MFP printer for cordless uses,"It is a good user friendly printer.
Quality of print is good so far."
Mh G.,5.0 out of 5 stars,All Good,Working Fine.
Lokesh honey,5.0 out of 5 stars,Superbb,Good printing quality also very good
Amazon Customer,5.0 out of 5 stars,Features are so advanced,Too Good and value for money
bhavani,4.0 out of 5 stars,Awesome,An awesome printer.it works very very smart
Rajnish Gandhi,4.0 out of 5 stars,Four Stars,"Not sure about print quantity
But quality n ease of setup fairly good"
